// rate library for f01: HAbstraction reaction
// original from rate library.txt, CDW 03/08/01
// SR and JS rename some nodes according to the tree and dictionary correction, Nov., 20, 2002
// JS, comment out 10th, change XH in 23 from C/Cd/H3 to C/H3/Cd
// JS, remove CO_birad to form a new family later: CO + RH -> HCO + R.  Aug, 26, 2003

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// Catherina Wijaya thesis, pg 151 -154.

//f01_intermolecular_HA
//No.	XH			Y_rad				Temp.		A			n		a		E0		DA		Dn		Da		DE0		Rank	Comments
216.	C/H2/CdCs	C_rad/H/CtS	300-1500	3.25E-02	4.24	0.00	18.5	0	0	0	0	4	Aäron Vandeputte GAVs 
217.	C/H2/CdCs	C_rad/CtCsS	300-1500	1.33E-01	4.24	0.00	19.3	0	0	0	0	4	Aäron Vandeputte GAVs 
241.	C/H/Cs2Cd	C_rad/H2/S	300-1500	5.97E-03	4.24	0.00	7.7	0	0	0	0	4	Aäron Vandeputte GAVs 
242.	C/H/Cs2Cd	C_rad/H/CsS	300-1500	1.07E-02	4.24	0.00	7.7	0	0	0	0	4	Aäron Vandeputte GAVs 
243.	C/H/Cs2Cd	C_rad/Cs2S	300-1500	4.30E-03	4.24	0.00	7.5	0	0	0	0	4	Aäron Vandeputte GAVs 
244.	C/H/Cs2Cd	Cd_rad/NonDeS	300-1500	3.57E-02	4.24	0.00	-0.1	0	0	0	0	4	Aäron Vandeputte GAVs 
245.	C/H/Cs2Cd	C_rad/H/CdS	300-1500	5.89E-02	4.24	0.00	18.8	0	0	0	0	4	Aäron Vandeputte GAVs 
246.	C/H/Cs2Cd	C_rad/CdCsS	300-1500	7.45E-03	4.24	0.00	18.8	0	0	0	0	4	Aäron Vandeputte GAVs 
247.	C/H/Cs2Cd	C_rad/H/CtS	300-1500	3.50E-02	4.24	0.00	17.4	0	0	0	0	4	Aäron Vandeputte GAVs 
248.	C/H/Cs2Cd	C_rad/CtCsS	300-1500	1.43E-01	4.24	0.00	18.2	0	0	0	0	4	Aäron Vandeputte GAVs 
272.	C/H2/CdCd	C_rad/H2/S	300-1500	7.54E-03	4.24	0.00	7.2	0	0	0	0	4	Aäron Vandeputte GAVs 
273.	C/H2/CdCd	C_rad/H/CsS	300-1500	1.35E-02	4.24	0.00	7.2	0	0	0	0	4	Aäron Vandeputte GAVs 
274.	C/H2/CdCd	C_rad/Cs2S	300-1500	5.43E-03	4.24	0.00	7.0	0	0	0	0	4	Aäron Vandeputte GAVs 
275.	C/H2/CdCd	Cd_rad/NonDeS	300-1500	4.50E-02	4.24	0.00	-0.6	0	0	0	0	4	Aäron Vandeputte GAVs 
276.	C/H2/CdCd	C_rad/H/CdS	300-1500	7.44E-02	4.24	0.00	18.3	0	0	0	0	4	Aäron Vandeputte GAVs 
277.	C/H2/CdCd	C_rad/CdCsS	300-1500	9.40E-03	4.24	0.00	18.3	0	0	0	0	4	Aäron Vandeputte GAVs 
278.	C/H2/CdCd	C_rad/H/CtS	300-1500	4.42E-02	4.24	0.00	16.9	0	0	0	0	4	Aäron Vandeputte GAVs 
279.	C/H2/CdCd	C_rad/CtCsS	300-1500	1.81E-01	4.24	0.00	17.7	0	0	0	0	4	Aäron Vandeputte GAVs 
303.	C/H/CdCd	C_rad/H2/S	300-1500	6.07E-03	4.24	0.00	6.1	0	0	0	0	4	Aäron Vandeputte GAVs 
304.	C/H/CdCd	C_rad/H/CsS	300-1500	1.08E-02	4.24	0.00	6.2	0	0	0	0	4	Aäron Vandeputte GAVs 
305.	C/H/CdCd	C_rad/Cs2S	300-1500	4.37E-03	4.24	0.00	5.9	0	0	0	0	4	Aäron Vandeputte GAVs 
306.	C/H/CdCd	Cd_rad/NonDeS	300-1500	3.63E-02	4.24	0.00	-1.6	0	0	0	0	4	Aäron Vandeputte GAVs 
307.	C/H/CdCd	C_rad/H/CdS	300-1500	5.98E-02	4.24	0.00	17.3	0	0	0	0	4	Aäron Vandeputte GAVs 
308.	C/H/CdCd	C_rad/CdCsS	300-1500	7.56E-03	4.24	0.00	17.3	0	0	0	0	4	Aäron Vandeputte GAVs 
309.	C/H/CdCd	C_rad/H/CtS	300-1500	3.56E-02	4.24	0.00	15.8	0	0	0	0	4	Aäron Vandeputte GAVs 
310.	C/H/CdCd	C_rad/CtCsS	300-1500	1.45E-01	4.24	0.00	16.6	0	0	0	0	4	Aäron Vandeputte GAVs 
334.	C/H3/Ct	C_rad/H2/S	300-1500	3.88E-03	4.24	0.00	10.7	0	0	0	0	4	Aäron Vandeputte GAVs 
335.	C/H3/Ct	C_rad/H/CsS	300-1500	6.93E-03	4.24	0.00	10.7	0	0	0	0	4	Aäron Vandeputte GAVs 
336.	C/H3/Ct	C_rad/Cs2S	300-1500	2.79E-03	4.24	0.00	10.5	0	0	0	0	4	Aäron Vandeputte GAVs 
337.	C/H3/Ct	Cd_rad/NonDeS	300-1500	2.32E-02	4.24	0.00	2.9	0	0	0	0	4	Aäron Vandeputte GAVs 
338.	C/H3/Ct	C_rad/H/CdS	300-1500	3.83E-02	4.24	0.00	21.8	0	0	0	0	4	Aäron Vandeputte GAVs 
339.	C/H3/Ct	C_rad/CdCsS	300-1500	4.83E-03	4.24	0.00	21.8	0	0	0	0	4	Aäron Vandeputte GAVs 
340.	C/H3/Ct	C_rad/H/CtS	300-1500	2.27E-02	4.24	0.00	20.4	0	0	0	0	4	Aäron Vandeputte GAVs 
341.	C/H3/Ct	C_rad/CtCsS	300-1500	9.30E-02	4.24	0.00	21.2	0	0	0	0	4	Aäron Vandeputte GAVs 
365.	C/H2/CtCs	C_rad/H2/S	300-1500	5.30E-03	4.24	0.00	9.2	0	0	0	0	4	Aäron Vandeputte GAVs 
366.	C/H2/CtCs	C_rad/H/CsS	300-1500	9.46E-03	4.24	0.00	9.2	0	0	0	0	4	Aäron Vandeputte GAVs 
367.	C/H2/CtCs	C_rad/Cs2S	300-1500	3.82E-03	4.24	0.00	9.0	0	0	0	0	4	Aäron Vandeputte GAVs 
368.	C/H2/CtCs	Cd_rad/NonDeS	300-1500	3.17E-02	4.24	0.00	1.4	0	0	0	0	4	Aäron Vandeputte GAVs 
369.	C/H2/CtCs	C_rad/H/CdS	300-1500	5.23E-02	4.24	0.00	20.4	0	0	0	0	4	Aäron Vandeputte GAVs 
370.	C/H2/CtCs	C_rad/CdCsS	300-1500	6.60E-03	4.24	0.00	20.4	0	0	0	0	4	Aäron Vandeputte GAVs 
371.	C/H2/CtCs	C_rad/H/CtS	300-1500	3.11E-02	4.24	0.00	18.9	0	0	0	0	4	Aäron Vandeputte GAVs 
372.	C/H2/CtCs	C_rad/CtCsS	300-1500	1.27E-01	4.24	0.00	19.7	0	0	0	0	4	Aäron Vandeputte GAVs 
396.	C/H/Cs2Ct	C_rad/H2/S	300-1500	9.47E-03	4.24	0.00	7.7	0	0	0	0	4	Aäron Vandeputte GAVs 
397.	C/H/Cs2Ct	C_rad/H/CsS	300-1500	1.69E-02	4.24	0.00	7.8	0	0	0	0	4	Aäron Vandeputte GAVs 
398.	C/H/Cs2Ct	C_rad/Cs2S	300-1500	6.82E-03	4.24	0.00	7.5	0	0	0	0	4	Aäron Vandeputte GAVs 
399.	C/H/Cs2Ct	Cd_rad/NonDeS	300-1500	5.66E-02	4.24	0.00	0.0	0	0	0	0	4	Aäron Vandeputte GAVs 
400.	C/H/Cs2Ct	C_rad/H/CdS	300-1500	9.34E-02	4.24	0.00	18.9	0	0	0	0	4	Aäron Vandeputte GAVs 
401.	C/H/Cs2Ct	C_rad/CdCsS	300-1500	1.18E-02	4.24	0.00	18.9	0	0	0	0	4	Aäron Vandeputte GAVs 
402.	C/H/Cs2Ct	C_rad/H/CtS	300-1500	5.55E-02	4.24	0.00	17.4	0	0	0	0	4	Aäron Vandeputte GAVs 
403.	C/H/Cs2Ct	C_rad/CtCsS	300-1500	2.27E-01	4.24	0.00	18.2	0	0	0	0	4	Aäron Vandeputte GAVs 
427.	C/H2/CtCt	C_rad/H2/S	300-1500	6.74E-03	4.24	0.00	7.3	0	0	0	0	4	Aäron Vandeputte GAVs 
428.	C/H2/CtCt	C_rad/H/CsS	300-1500	1.20E-02	4.24	0.00	7.3	0	0	0	0	4	Aäron Vandeputte GAVs 
429.	C/H2/CtCt	C_rad/Cs2S	300-1500	4.86E-03	4.24	0.00	7.1	0	0	0	0	4	Aäron Vandeputte GAVs 
430.	C/H2/CtCt	Cd_rad/NonDeS	300-1500	4.03E-02	4.24	0.00	-0.5	0	0	0	0	4	Aäron Vandeputte GAVs 
431.	C/H2/CtCt	C_rad/H/CdS	300-1500	6.65E-02	4.24	0.00	18.5	0	0	0	0	4	Aäron Vandeputte GAVs 
432.	C/H2/CtCt	C_rad/CdCsS	300-1500	8.40E-03	4.24	0.00	18.5	0	0	0	0	4	Aäron Vandeputte GAVs 
433.	C/H2/CtCt	C_rad/H/CtS	300-1500	3.95E-02	4.24	0.00	17.0	0	0	0	0	4	Aäron Vandeputte GAVs 
434.	C/H2/CtCt	C_rad/CtCsS	300-1500	1.62E-01	4.24	0.00	17.8	0	0	0	0	4	Aäron Vandeputte GAVs 
458.	C/H/CtCt	C_rad/H2/S	300-1500	7.43E-03	4.24	0.00	6.2	0	0	0	0	4	Aäron Vandeputte GAVs 
459.	C/H/CtCt	C_rad/H/CsS	300-1500	1.33E-02	4.24	0.00	6.2	0	0	0	0	4	Aäron Vandeputte GAVs 
460.	C/H/CtCt	C_rad/Cs2S	300-1500	5.35E-03	4.24	0.00	6.0	0	0	0	0	4	Aäron Vandeputte GAVs 
461.	C/H/CtCt	Cd_rad/NonDeS	300-1500	4.44E-02	4.24	0.00	-1.5	0	0	0	0	4	Aäron Vandeputte GAVs 
462.	C/H/CtCt	C_rad/H/CdS	300-1500	7.33E-02	4.24	0.00	17.4	0	0	0	0	4	Aäron Vandeputte GAVs 
463.	C/H/CtCt	C_rad/CdCsS	300-1500	9.26E-03	4.24	0.00	17.4	0	0	0	0	4	Aäron Vandeputte GAVs 
464.	C/H/CtCt	C_rad/H/CtS	300-1500	4.36E-02	4.24	0.00	15.9	0	0	0	0	4	Aäron Vandeputte GAVs 
465.	C/H/CtCt	C_rad/CtCsS	300-1500	1.78E-01	4.24	0.00	16.7	0	0	0	0	4	Aäron Vandeputte GAVs 
489.	C/H3/Cb	C_rad/H2/S	300-1500	1.25E-03	4.24	0.00	12.0	0	0	0	0	4	Aäron Vandeputte GAVs 
490.	C/H3/Cb	C_rad/H/CsS	300-1500	2.23E-03	4.24	0.00	12.0	0	0	0	0	4	Aäron Vandeputte GAVs 
491.	C/H3/Cb	C_rad/Cs2S	300-1500	8.98E-04	4.24	0.00	11.8	0	0	0	0	4	Aäron Vandeputte GAVs 
492.	C/H3/Cb	Cd_rad/NonDeS	300-1500	7.45E-03	4.24	0.00	4.2	0	0	0	0	4	Aäron Vandeputte GAVs 
493.	C/H3/Cb	C_rad/H/CdS	300-1500	1.23E-02	4.24	0.00	23.2	0	0	0	0	4	Aäron Vandeputte GAVs 
494.	C/H3/Cb	C_rad/CdCsS	300-1500	1.55E-03	4.24	0.00	23.2	0	0	0	0	4	Aäron Vandeputte GAVs 
495.	C/H3/Cb	C_rad/H/CtS	300-1500	7.31E-03	4.24	0.00	21.7	0	0	0	0	4	Aäron Vandeputte GAVs 
496.	C/H3/Cb	C_rad/CtCsS	300-1500	2.99E-02	4.24	0.00	22.5	0	0	0	0	4	Aäron Vandeputte GAVs 
520.	C/H2/CbCs	C_rad/H2/S	300-1500	1.84E-03	4.24	0.00	10.2	0	0	0	0	4	Aäron Vandeputte GAVs 
521.	C/H2/CbCs	C_rad/H/CsS	300-1500	3.29E-03	4.24	0.00	10.2	0	0	0	0	4	Aäron Vandeputte GAVs 
522.	C/H2/CbCs	C_rad/Cs2S	300-1500	1.33E-03	4.24	0.00	10.0	0	0	0	0	4	Aäron Vandeputte GAVs 
523.	C/H2/CbCs	Cd_rad/NonDeS	300-1500	1.10E-02	4.24	0.00	2.5	0	0	0	0	4	Aäron Vandeputte GAVs 
524.	C/H2/CbCs	C_rad/H/CdS	300-1500	1.82E-02	4.24	0.00	21.4	0	0	0	0	4	Aäron Vandeputte GAVs 
525.	C/H2/CbCs	C_rad/CdCsS	300-1500	2.29E-03	4.24	0.00	21.4	0	0	0	0	4	Aäron Vandeputte GAVs 
526.	C/H2/CbCs	C_rad/H/CtS	300-1500	1.08E-02	4.24	0.00	19.9	0	0	0	0	4	Aäron Vandeputte GAVs 
527.	C/H2/CbCs	C_rad/CtCsS	300-1500	4.41E-02	4.24	0.00	20.7	0	0	0	0	4	Aäron Vandeputte GAVs 
551.	C/H/Cs2Cb	C_rad/H2/S	300-1500	1.27E-03	4.24	0.00	9.1	0	0	0	0	4	Aäron Vandeputte GAVs 
552.	C/H/Cs2Cb	C_rad/H/CsS	300-1500	2.28E-03	4.24	0.00	9.1	0	0	0	0	4	Aäron Vandeputte GAVs 
553.	C/H/Cs2Cb	C_rad/Cs2S	300-1500	9.18E-04	4.24	0.00	8.9	0	0	0	0	4	Aäron Vandeputte GAVs 
554.	C/H/Cs2Cb	Cd_rad/NonDeS	300-1500	7.62E-03	4.24	0.00	1.3	0	0	0	0	4	Aäron Vandeputte GAVs 
555.	C/H/Cs2Cb	C_rad/H/CdS	300-1500	1.26E-02	4.24	0.00	20.3	0	0	0	0	4	Aäron Vandeputte GAVs 
556.	C/H/Cs2Cb	C_rad/CdCsS	300-1500	1.59E-03	4.24	0.00	20.3	0	0	0	0	4	Aäron Vandeputte GAVs 
557.	C/H/Cs2Cb	C_rad/H/CtS	300-1500	7.48E-03	4.24	0.00	18.8	0	0	0	0	4	Aäron Vandeputte GAVs 
558.	C/H/Cs2Cb	C_rad/CtCsS	300-1500	3.06E-02	4.24	0.00	19.6	0	0	0	0	4	Aäron Vandeputte GAVs 
582.	Cd_pri	C_rad/H2/S	300-1500	6.55E-03	4.24	0.00	16.2	0	0	0	0	4	Aäron Vandeputte GAVs 
583.	Cd_pri	C_rad/H/CsS	300-1500	1.17E-02	4.24	0.00	16.2	0	0	0	0	4	Aäron Vandeputte GAVs 
584.	Cd_pri	C_rad/Cs2S	300-1500	4.72E-03	4.24	0.00	16.0	0	0	0	0	4	Aäron Vandeputte GAVs 
585.	Cd_pri	Cd_rad/NonDeS	300-1500	3.91E-02	4.24	0.00	8.4	0	0	0	0	4	Aäron Vandeputte GAVs 
586.	Cd_pri	C_rad/H/CdS	300-1500	6.46E-02	4.24	0.00	27.3	0	0	0	0	4	Aäron Vandeputte GAVs 
587.	Cd_pri	C_rad/CdCsS	300-1500	8.17E-03	4.24	0.00	27.3	0	0	0	0	4	Aäron Vandeputte GAVs 
588.	Cd_pri	C_rad/H/CtS	300-1500	3.84E-02	4.24	0.00	25.9	0	0	0	0	4	Aäron Vandeputte GAVs 
589.	Cd_pri	C_rad/CtCsS	300-1500	1.57E-01	4.24	0.00	26.6	0	0	0	0	4	Aäron Vandeputte GAVs 
613.	Cd/H/NonDeC	C_rad/H2/S	300-1500	1.01E-02	4.24	0.00	13.9	0	0	0	0	4	Aäron Vandeputte GAVs 
614.	Cd/H/NonDeC	C_rad/H/CsS	300-1500	1.80E-02	4.24	0.00	13.9	0	0	0	0	4	Aäron Vandeputte GAVs 
615.	Cd/H/NonDeC	C_rad/Cs2S	300-1500	7.25E-03	4.24	0.00	13.7	0	0	0	0	4	Aäron Vandeputte GAVs 
616.	Cd/H/NonDeC	Cd_rad/NonDeS	300-1500	6.01E-02	4.24	0.00	6.1	0	0	0	0	4	Aäron Vandeputte GAVs 
617.	Cd/H/NonDeC	C_rad/H/CdS	300-1500	9.93E-02	4.24	0.00	25.1	0	0	0	0	4	Aäron Vandeputte GAVs 
618.	Cd/H/NonDeC	C_rad/CdCsS	300-1500	1.25E-02	4.24	0.00	25.1	0	0	0	0	4	Aäron Vandeputte GAVs 
619.	Cd/H/NonDeC	C_rad/H/CtS	300-1500	5.90E-02	4.24	0.00	23.6	0	0	0	0	4	Aäron Vandeputte GAVs 
620.	Cd/H/NonDeC	C_rad/CtCsS	300-1500	2.41E-01	4.24	0.00	24.4	0	0	0	0	4	Aäron Vandeputte GAVs 
644.	Cd/H/Cd	C_rad/H2/S	300-1500	6.75E-03	4.24	0.00	13.8	0	0	0	0	4	Aäron Vandeputte GAVs 
645.	Cd/H/Cd	C_rad/H/CsS	300-1500	1.21E-02	4.24	0.00	13.8	0	0	0	0	4	Aäron Vandeputte GAVs 
646.	Cd/H/Cd	C_rad/Cs2S	300-1500	4.86E-03	4.24	0.00	13.5	0	0	0	0	4	Aäron Vandeputte GAVs 
647.	Cd/H/Cd	Cd_rad/NonDeS	300-1500	4.04E-02	4.24	0.00	6.0	0	0	0	0	4	Aäron Vandeputte GAVs 
648.	Cd/H/Cd	C_rad/H/CdS	300-1500	6.66E-02	4.24	0.00	24.9	0	0	0	0	4	Aäron Vandeputte GAVs 
649.	Cd/H/Cd	C_rad/CdCsS	300-1500	8.42E-03	4.24	0.00	24.9	0	0	0	0	4	Aäron Vandeputte GAVs 
650.	Cd/H/Cd	C_rad/H/CtS	300-1500	3.96E-02	4.24	0.00	23.4	0	0	0	0	4	Aäron Vandeputte GAVs 
651.	Cd/H/Cd	C_rad/CtCsS	300-1500	1.62E-01	4.24	0.00	24.2	0	0	0	0	4	Aäron Vandeputte GAVs 
675.	Cb_H	C_rad/H2/S	300-1500	7.47E-03	4.24	0.00	18.1	0	0	0	0	4	Aäron Vandeputte GAVs 
676.	Cb_H	C_rad/H/CsS	300-1500	1.33E-02	4.24	0.00	18.1	0	0	0	0	4	Aäron Vandeputte GAVs 
677.	Cb_H	C_rad/Cs2S	300-1500	5.38E-03	4.24	0.00	17.8	0	0	0	0	4	Aäron Vandeputte GAVs 
678.	Cb_H	Cd_rad/NonDeS	300-1500	4.46E-02	4.24	0.00	10.3	0	0	0	0	4	Aäron Vandeputte GAVs 
679.	Cb_H	C_rad/H/CdS	300-1500	7.37E-02	4.24	0.00	29.2	0	0	0	0	4	Aäron Vandeputte GAVs 
680.	Cb_H	C_rad/CdCsS	300-1500	9.31E-03	4.24	0.00	29.2	0	0	0	0	4	Aäron Vandeputte GAVs 
681.	Cb_H	C_rad/H/CtS	300-1500	4.38E-02	4.24	0.00	27.7	0	0	0	0	4	Aäron Vandeputte GAVs 
682.	Cb_H	C_rad/CtCsS	300-1500	1.79E-01	4.24	0.00	28.5	0	0	0	0	4	Aäron Vandeputte GAVs 
706	Cd/H/Ct	C_rad/H2/S	300-1500	4.98E-03	4.24	0.00	11.4	0	0	0	0	4	Aäron Vandeputte GAVs 
707	Cd/H/Ct	C_rad/H/CsS	300-1500	8.89E-03	4.24	0.00	11.4	0	0	0	0	4	Aäron Vandeputte GAVs 
708	Cd/H/Ct	C_rad/Cs2S	300-1500	3.59E-03	4.24	0.00	11.2	0	0	0	0	4	Aäron Vandeputte GAVs 
709	Cd/H/Ct	Cd_rad/NonDeS	300-1500	2.98E-02	4.24	0.00	3.6	0	0	0	0	4	Aäron Vandeputte GAVs 
710	Cd/H/Ct	C_rad/H/CdS	300-1500	4.91E-02	4.24	0.00	22.5	0	0	0	0	4	Aäron Vandeputte GAVs 
711	Cd/H/Ct	C_rad/CdCsS	300-1500	6.21E-03	4.24	0.00	22.5	0	0	0	0	4	Aäron Vandeputte GAVs 
712	Cd/H/Ct	C_rad/H/CtS	300-1500	2.92E-02	4.24	0.00	21.1	0	0	0	0	4	Aäron Vandeputte GAVs 
713	Cd/H/Ct	C_rad/CtCsS	300-1500	1.19E-01	4.24	0.00	21.8	0	0	0	0	4	Aäron Vandeputte GAVs 
714	C/H3/S	H_rad	300-1500	1.77E-01	4.24	0.00	3.7	0	0	0	0	4	Aäron Vandeputte GAVs 
715	C/H3/S	C_methyl	300-1500	5.11E-03	4.24	0.00	5.9	0	0	0	0	4	Aäron Vandeputte GAVs 
716	C/H3/S	C_rad/H2/Cs	300-1500	1.04E-03	4.24	0.00	7.3	0	0	0	0	4	Aäron Vandeputte GAVs 
717	C/H3/S	C_rad/H/NonDeC	300-1500	2.75E-03	4.24	0.00	8.1	0	0	0	0	4	Aäron Vandeputte GAVs 
718	C/H3/S	C_rad/Cs3	300-1500	1.44E-03	4.24	0.00	8.1	0	0	0	0	4	Aäron Vandeputte GAVs 
719	C/H3/S	C_rad/H2/Cd	300-1500	1.07E-02	4.24	0.00	18.7	0	0	0	0	4	Aäron Vandeputte GAVs 
720	C/H3/S	C_rad/H/CdCs	300-1500	8.46E-03	4.24	0.00	20.4	0	0	0	0	4	Aäron Vandeputte GAVs 
721	C/H3/S	C_rad/CdCs2	300-1500	2.31E-03	4.24	0.00	20.9	0	0	0	0	4	Aäron Vandeputte GAVs 
722	C/H3/S	C_rad/H/CdCd	300-1500	3.41E-02	4.24	0.00	28.7	0	0	0	0	4	Aäron Vandeputte GAVs 
723	C/H3/S	C_rad/CdCdCs	300-1500	3.02E-03	4.24	0.00	29.1	0	0	0	0	4	Aäron Vandeputte GAVs 
724	C/H3/S	C_rad/H2/Ct	300-1500	4.88E-03	4.24	0.00	14.9	0	0	0	0	4	Aäron Vandeputte GAVs 
725	C/H3/S	C_rad/H/CtCs	300-1500	2.03E-03	4.24	0.00	16.4	0	0	0	0	4	Aäron Vandeputte GAVs 
726	C/H3/S	C_rad/CtCs2	300-1500	1.44E-03	4.24	0.00	17.3	0	0	0	0	4	Aäron Vandeputte GAVs 
727	C/H3/S	C_rad/H/CtCt	300-1500	1.03E-02	4.24	0.00	22.9	0	0	0	0	4	Aäron Vandeputte GAVs 
728	C/H3/S	C_rad/CtCtCs	300-1500	5.08E-04	4.24	0.00	24.0	0	0	0	0	4	Aäron Vandeputte GAVs 
729	C/H3/S	C_rad/H2/Cb	300-1500	1.05E-02	4.24	0.00	16.5	0	0	0	0	4	Aäron Vandeputte GAVs 
730	C/H3/S	C_rad/H/CbCs	300-1500	5.38E-03	4.24	0.00	17.4	0	0	0	0	4	Aäron Vandeputte GAVs 
731	C/H3/S	C_rad/CbCs2	300-1500	2.56E-04	4.24	0.00	17.0	0	0	0	0	4	Aäron Vandeputte GAVs 
732	C/H3/S	Cd_pri_rad	300-1500	4.81E-03	4.24	0.00	1.3	0	0	0	0	4	Aäron Vandeputte GAVs 
733	C/H3/S	Cd_rad/NonDeC	300-1500	4.76E-03	4.24	0.00	2.1	0	0	0	0	4	Aäron Vandeputte GAVs 
734	C/H3/S	Cd_rad/Cd	300-1500	2.27E-03	4.24	0.00	9.0	0	0	0	0	4	Aäron Vandeputte GAVs 
735	C/H3/S	Cb_rad	300-1500	5.72E-03	4.24	0.00	-1.5	0	0	0	0	4	Aäron Vandeputte GAVs 
736	C/H3/S	Cd_rad/Ct	300-1500	4.87E-04	4.24	0.00	6.2	0	0	0	0	4	Aäron Vandeputte GAVs 
737	C/H3/S	C_rad/H2/S	300-1500	1.65E-03	4.24	0.00	11.2	0	0	0	0	4	Aäron Vandeputte GAVs 
738	C/H3/S	C_rad/H/CsS	300-1500	2.94E-03	4.24	0.00	11.2	0	0	0	0	4	Aäron Vandeputte GAVs 
739	C/H3/S	C_rad/Cs2S	300-1500	1.19E-03	4.24	0.00	11.0	0	0	0	0	4	Aäron Vandeputte GAVs 
740	C/H3/S	Cd_rad/NonDeS	300-1500	9.86E-03	4.24	0.00	3.4	0	0	0	0	4	Aäron Vandeputte GAVs 
741	C/H3/S	C_rad/H/CdS	300-1500	1.63E-02	4.24	0.00	22.3	0	0	0	0	4	Aäron Vandeputte GAVs 
742	C/H3/S	C_rad/CdCsS	300-1500	2.06E-03	4.24	0.00	22.3	0	0	0	0	4	Aäron Vandeputte GAVs 
743	C/H3/S	C_rad/H/CtS	300-1500	9.67E-03	4.24	0.00	20.9	0	0	0	0	4	Aäron Vandeputte GAVs 
744	C/H3/S	C_rad/CtCsS	300-1500	3.95E-02	4.24	0.00	21.6	0	0	0	0	4	Aäron Vandeputte GAVs 
745	C/H2/CsS	H_rad	300-1500	4.87E-01	4.24	0.00	2.3	0	0	0	0	4	Aäron Vandeputte GAVs 
746	C/H2/CsS	C_methyl	300-1500	1.41E-02	4.24	0.00	4.4	0	0	0	0	4	Aäron Vandeputte GAVs 
747	C/H2/CsS	C_rad/H2/Cs	300-1500	2.87E-03	4.24	0.00	5.8	0	0	0	0	4	Aäron Vandeputte GAVs 
748	C/H2/CsS	C_rad/H/NonDeC	300-1500	7.59E-03	4.24	0.00	6.7	0	0	0	0	4	Aäron Vandeputte GAVs 
749	C/H2/CsS	C_rad/Cs3	300-1500	3.98E-03	4.24	0.00	6.7	0	0	0	0	4	Aäron Vandeputte GAVs 
750	C/H2/CsS	C_rad/H2/Cd	300-1500	2.96E-02	4.24	0.00	17.2	0	0	0	0	4	Aäron Vandeputte GAVs 
751	C/H2/CsS	C_rad/H/CdCs	300-1500	2.33E-02	4.24	0.00	19.0	0	0	0	0	4	Aäron Vandeputte GAVs 
752	C/H2/CsS	C_rad/CdCs2	300-1500	6.38E-03	4.24	0.00	19.4	0	0	0	0	4	Aäron Vandeputte GAVs 
753	C/H2/CsS	C_rad/H/CdCd	300-1500	9.39E-02	4.24	0.00	27.2	0	0	0	0	4	Aäron Vandeputte GAVs 
754	C/H2/CsS	C_rad/CdCdCs	300-1500	8.34E-03	4.24	0.00	27.7	0	0	0	0	4	Aäron Vandeputte GAVs 
755	C/H2/CsS	C_rad/H2/Ct	300-1500	1.35E-02	4.24	0.00	13.4	0	0	0	0	4	Aäron Vandeputte GAVs 
756	C/H2/CsS	C_rad/H/CtCs	300-1500	5.60E-03	4.24	0.00	15.0	0	0	0	0	4	Aäron Vandeputte GAVs 
757	C/H2/CsS	C_rad/CtCs2	300-1500	3.97E-03	4.24	0.00	15.8	0	0	0	0	4	Aäron Vandeputte GAVs 
758	C/H2/CsS	C_rad/H/CtCt	300-1500	2.85E-02	4.24	0.00	21.5	0	0	0	0	4	Aäron Vandeputte GAVs 
759	C/H2/CsS	C_rad/CtCtCs	300-1500	1.40E-03	4.24	0.00	22.5	0	0	0	0	4	Aäron Vandeputte GAVs 
760	C/H2/CsS	C_rad/H2/Cb	300-1500	2.89E-02	4.24	0.00	15.1	0	0	0	0	4	Aäron Vandeputte GAVs 
761	C/H2/CsS	C_rad/H/CbCs	300-1500	1.48E-02	4.24	0.00	15.9	0	0	0	0	4	Aäron Vandeputte GAVs 
762	C/H2/CsS	C_rad/CbCs2	300-1500	7.07E-04	4.24	0.00	15.5	0	0	0	0	4	Aäron Vandeputte GAVs 
763	C/H2/CsS	Cd_pri_rad	300-1500	1.33E-02	4.24	0.00	-0.2	0	0	0	0	4	Aäron Vandeputte GAVs 
764	C/H2/CsS	Cd_rad/NonDeC	300-1500	1.31E-02	4.24	0.00	0.7	0	0	0	0	4	Aäron Vandeputte GAVs 
765	C/H2/CsS	Cd_rad/Cd	300-1500	6.26E-03	4.24	0.00	7.5	0	0	0	0	4	Aäron Vandeputte GAVs 
766	C/H2/CsS	Cb_rad	300-1500	1.58E-02	4.24	0.00	-2.9	0	0	0	0	4	Aäron Vandeputte GAVs 
767	C/H2/CsS	Cd_rad/Ct	300-1500	1.34E-03	4.24	0.00	4.8	0	0	0	0	4	Aäron Vandeputte GAVs 
768	C/H2/CsS	C_rad/H2/S	300-1500	4.55E-03	4.24	0.00	9.7	0	0	0	0	4	Aäron Vandeputte GAVs 
769	C/H2/CsS	C_rad/H/CsS	300-1500	8.12E-03	4.24	0.00	9.7	0	0	0	0	4	Aäron Vandeputte GAVs 
770	C/H2/CsS	C_rad/Cs2S	300-1500	3.28E-03	4.24	0.00	9.5	0	0	0	0	4	Aäron Vandeputte GAVs 
